WORD_norm	WORD	Transcription1	PerMilFreq	zipf	Length	AvePhonLength	n_syllables	H_GPC_word	H_PGC_word	H_GPC_grapheme_word	H_PGC_grapheme_word	H_GPC_onset_word	H_PGC_onset_word	H_GPC_rime_word	H_PGC_rime_word	H_GPC_OVC_word	H_PGC_OVC_word	OUF	OUB	OU	MAXOUF	MAXOUB	MINOUF	MINOUB	PUF	PUB	PU	MAXPUF	MAXPUB	MINPUF	MINPUB	OU_PU_Mismatch	OUF_PUF_Mismatch	OUB_PUB_Mismatch	SN_k25	SN_k50	Entropy_beta5	Entropy_beta10	Dispersion_k50	Hubness_k50	ClusteringCoeff_k25
سربن	سربن	sɔrbɔn	0.764363	2.8833	4	6.0	2.0	0.0	0.0	9.5e-05	0.421146	0.000674	0.404646	1.301869	1.097528	1.226982	8.171841	0.055713	0.08813	0.143843	0.169645	0.347165	6.5e-05	1e-05	0.046437	0.065226	0.111663	0.204351	0.355901	8e-06	8e-06	0.03218	0.009276	0.022904							
شرایطمون	شرایطمون	ʃarɑyɛtɛmun	1.10849	3.044732	8	11.0	5.0	0.0	0.0	0.475716	0.348316	0.143945	0.074716	1.047538	0.295113	1.066213	7.528549	0.028329	0.061955	0.090284	0.185199	0.347165	1.4e-05	1.4e-05	0.023673	0.046413	0.070086	0.174303	0.355901	1.2e-05	1.2e-05	0.020198	0.004655	0.015542							
بددهنی	بددهنی	baddahani	0.586552	2.768307	6	9.0	4.0	0.0	0.0	0.304023	0.144933	0.001756	0.179743	1.121391	0.640954	1.182085	7.828026	0.068089	0.083779	0.151868	0.350873	0.394856	7e-06	7e-06	0.061747	0.056146	0.117894	0.37001	0.361663	6e-06	6e-06	0.033974	0.006341	0.027633	25.0	50.0	0.980833	0.900498	0.004504	57.0	0.313333
پدرمن	پدرمن	pɛdaraman	2.144936	3.331414	5	9.0	4.0	0.0	0.0	0.000605	0.152845	0.001395	0.000792	1.290574	0.420778	1.019798	7.833658	0.035328	0.07228	0.107609	0.144295	0.347165	2.5e-05	2.5e-05	0.024574	0.058962	0.083537	0.141666	0.355901	2.2e-05	2.2e-05	0.024072	0.010754	0.013318							
کنترلته	کنترلته	kɔntɔrɔlɛtɛ	0.330292	2.518898	7	11.0	5.0	0.0	0.0	0.143552	0.504569	0.00226	0.137394	1.219606	0.962058	0.963548	7.883497	0.044367	0.071121	0.115487	0.237071	0.407647	4e-06	4e-06	0.044551	0.045103	0.089654	0.277575	0.400045	4e-06	4e-06	0.025834	-0.000185	0.026018							
بدنشو	بدنشو	badanɛʃɔ	4.29003	3.63246	5	8.0	4.0	1.0	0.0	0.380276	0.178599	0.001002	0.000481	1.202624	0.310084	1.047744	7.950093	0.083171	0.027108	0.110279	0.350873	0.119438	0.000166	4.7e-05	0.072004	0.013607	0.085611	0.37001	0.088853	4.1e-05	4.1e-05	0.024668	0.011167	0.013501							
منصرف	منصرف	mɔnsarɛf	22.720097	4.35641	5	8.0	3.0	0.0	0.0	0.000399	0.362834	0.001288	0.27047	1.378817	0.614956	1.242749	7.861347	0.083646	0.01722	0.100866	0.377749	0.055424	0.000261	0.000218	0.070764	0.007542	0.078305	0.3953	0.050047	0.000226	0.000189	0.022561	0.012882	0.009679	25.0	50.0	0.990355	0.942734	0.002082	79.0	0.166667
جذابتره	جذابتره	jazzɑbtarɛ	0.884794	2.946842	7	10.0	4.0	0.0	0.0	0.292505	0.436792	0.000785	0.423487	1.596477	0.926301	1.024618	7.890596	0.019513	0.074919	0.094433	0.130041	0.407647	1.1e-05	1.1e-05	0.019819	0.053493	0.073312	0.130254	0.400045	9e-06	9e-06	0.021121	-0.000305	0.021426							
گوانتانامو	گوانتانامو	ɡuwɑntɑnɑmɔ	5.332288	3.726914	10	11.0	5.0	0.0	0.0	0.700111	0.259999	0.001408	0.195124	0.731314	0.24583	1.12271	7.865868	0.013843	0.013526	0.027369	0.115115	0.119438	5.8e-05	5.8e-05	0.012015	0.009233	0.021248	0.112067	0.088853	5e-05	5e-05	0.006121	0.001828	0.004293	15.0	15.0	0.985038	0.926755	0.003631	34.0	0.31
زدمشون	زدمشون	zadamɛʃun	0.639955	2.80615	6	9.0	4.0	0.0	0.0	0.317273	0.276329	0.001793	0.338828	1.099593	0.228657	0.926562	7.491002	0.020767	0.085114	0.105881	0.102901	0.347165	8e-06	8e-06	0.021919	0.060281	0.0822	0.106584	0.355901	7e-06	7e-06	0.023681	-0.001152	0.024833							
گذرهراسی	گذرهراسی	ɡɔzarharɑsi	0.330026	2.518548	8	11.0	5.0	0.0	0.0	0.361545	0.37087	0.001597	0.576382	1.298184	0.650236	1.20902	7.94234	0.016902	0.055118	0.07202	0.115115	0.394856	4e-06	4e-06	0.018628	0.037287	0.055915	0.112067	0.361663	4e-06	4e-06	0.016105	-0.001726	0.017832							
دجال	دجال	dajjɑl	3.647889	3.562042	4	6.0	2.0	0.0	0.0	0.270138	0.12474	0.000858	0.000526	2.365172	0.714582	1.378886	8.075093	0.070512	0.061022	0.131534	0.281878	0.17046	4.1e-05	4.1e-05	0.063086	0.039037	0.102123	0.278657	0.166683	3.5e-05	3.5e-05	0.02941	0.007426	0.021984	25.0	26.0	0.991539	0.952405	0.001901	24.0	0.123333
قصابی	قصابی	ɢassɑbi	8.375329	3.923002	5	7.0	3.0	0.0	0.0	0.381782	0.370481	0.000449	0.513863	1.724079	0.769984	1.24125	7.859547	0.021048	0.086408	0.107456	0.100815	0.394856	9.1e-05	8.8e-05	0.026596	0.056835	0.083431	0.107559	0.361663	7.8e-05	7.6e-05	0.024025	-0.005548	0.029573	25.0	25.0	0.991635	0.962634	0.002274	51.0	0.23
برگرفت	برگرفت	barɡɛrɛft	1.143408	3.058201	6	9.0	3.0	0.0	0.0	0.001127	0.303071	0.001791	0.001144	1.438862	0.172743	1.383548	7.62106	0.077891	0.060542	0.138432	0.350873	0.308994	0.000349	1.4e-05	0.066324	0.041159	0.107483	0.37001	0.315786	0.000302	1.2e-05	0.030949	0.011566	0.019383	25.0	50.0	0.994082	0.970624	0.001493	52.0	0.143333
اسپرگر	اسپرگر	ʔɑspɛrɡɛr	0.662525	2.821202	6	9.0	3.0	0.0	0.0	0.178441	0.54387	0.001113	0.691313	1.388008	0.466862	1.587025	7.696978	0.070197	0.050643	0.120841	0.308518	0.283668	8e-06	8e-06	0.057201	0.036626	0.093827	0.362463	0.275621	7e-06	7e-06	0.027013	0.012996	0.014017							
نگرانته	نگرانته	nɛɡarɑnɛtɛ	2.812719	3.449126	7	10.0	5.0	0.0	0.0	0.293337	0.383656	0.001073	0.069396	0.960366	0.367896	1.019431	7.700626	0.042341	0.070898	0.11324	0.244687	0.407647	3.2e-05	3.2e-05	0.038374	0.049558	0.087932	0.237072	0.400045	2.8e-05	2.8e-05	0.025308	0.003968	0.02134							
فرزندی	فرزندی	farzandi	20.374122	4.309079	6	8.0	3.0	0.0	0.0	0.140243	0.212438	0.001388	0.451064	1.200884	0.285541	1.169789	7.783629	0.030874	0.081555	0.112429	0.126929	0.394856	0.000198	0.000198	0.02845	0.058853	0.087303	0.120228	0.361663	0.000171	0.000171	0.025126	0.002423	0.022703	25.0	31.0	0.978495	0.880812	0.004422	41.0	0.226667
مدلی	مدلی	mɔdɛli	15.427041	4.188283	4	6.0	3.0	0.0	0.0	0.214235	0.335565	0.00243	0.002176	1.298243	0.566523	1.35138	7.683759	0.100879	0.11425	0.215129	0.377749	0.394856	0.000219	0.000248	0.095193	0.071866	0.167059	0.3953	0.361663	0.000229	0.000133	0.04807	0.005687	0.042383	25.0	50.0	0.99078	0.95834	0.002466	69.0	0.23
پختنه	پختنه	pɔxtanɛ	0.488122	2.688528	5	7.0	3.0	0.0	0.0	0.196635	0.347368	0.000447	0.114226	1.186871	0.45774	0.521106	7.861347	0.029724	0.102323	0.132047	0.144295	0.407647	6e-06	6e-06	0.024629	0.077914	0.102542	0.141666	0.400045	5e-06	5e-06	0.029505	0.005096	0.024409							
مستعد	مستعد	mɔstaʔɛd	14.355968	4.157032	5	8.0	3.0	0.0	0.0	0.001233	0.632239	0.003422	0.804811	1.456387	1.478486	1.179615	7.861347	0.083719	0.061815	0.145534	0.377749	0.290831	0.000156	0.000144	0.072037	0.040978	0.113016	0.3953	0.294503	0.000135	0.000124	0.032518	0.011682	0.020836	5.0	5.0	0.990429	0.949419	0.002205	11.0	0.11
خوک	خوک	xuk	119.301437	5.076646	3	3.0	1.0	0.0	0.0	0.635824	0.038601	0.0	0.003738	1.273505	0.027993	1.070164	6.590593	0.108696	0.036599	0.145295	0.194215	0.100215	0.001191	0.000977	0.078957	0.033874	0.112831	0.182979	0.097593	0.001034	0.000848	0.032464	0.029739	0.002725	25.0	50.0	0.993842	0.973037	0.001721	67.0	0.346667
دلخراشه	دلخراشه	dɛlxarɑʃɛ	0.404186	2.606581	7	9.0	4.0	0.0	0.0	0.294726	0.271418	0.001115	0.001198	1.069658	0.493847	1.056345	7.763037	0.043286	0.06553	0.108816	0.281878	0.407647	5e-06	5e-06	0.034766	0.049737	0.084503	0.278657	0.400045	5e-06	5e-06	0.024313	0.00852	0.015793							
متئو	متئو	matɛʔɔ	4.353512	3.63884	4	6.0	3.0	0.0	0.0	0.475472	0.676752	0.001135	0.804811	1.036539	0.779199	0.948527	7.861347	0.106309	0.030256	0.136566	0.377749	0.119438	4.8e-05	4.8e-05	0.090888	0.015165	0.106052	0.3953	0.088853	4.1e-05	4.1e-05	0.030513	0.015422	0.015092	25.0	50.0	0.998702	0.994223	0.000365	256.0	0.323333
یکمیشو	یکمیشو	yɛkamiʃɔ	0.330142	2.518701	6	8.0	4.0	0.0	0.0	0.597958	0.34381	0.18031	0.007944	0.876767	0.109738	0.927052	7.753124	0.022683	0.022816	0.045499	0.078641	0.119438	4e-06	4e-06	0.02218	0.013154	0.035334	0.07264	0.088853	4e-06	4e-06	0.010164	0.000503	0.009662							
قوای	قوای	ɢɔvɑyɛ	21.719204	4.336844	4	6.0	3.0	0.0	0.0	0.952167	0.61737	0.244572	0.255646	1.898886	0.635329	0.570705	7.937264	0.028651	0.123585	0.152237	0.100815	0.394856	0.00021	0.000219	0.021986	0.096248	0.118234	0.107559	0.400045	0.000181	0.000181	0.034003	0.006665	0.027338	19.0	19.0	0.984408	0.920084	0.003662	22.0	0.206667
فمنیستی	فمنیستی	fɛmɛnisti	0.626165	2.796688	7	9.0	4.0	0.0	0.0	0.240159	0.405281	0.000851	0.086199	0.915989	0.38145	1.181759	7.439719	0.01816	0.071812	0.089971	0.126929	0.394856	8e-06	8e-06	0.01853	0.051348	0.069877	0.120228	0.361663	7e-06	7e-06	0.020094	-0.00037	0.020464	25.0	50.0	0.984637	0.898153	0.00302	73.0	0.343333
نیوز	نیوز	niyuz	16.067889	4.205959	4	5.0	2.0	0.0	0.0	0.685029	0.481925	0.0	0.015265	0.956208	0.394426	0.849689	7.009524	0.079069	0.031586	0.110655	0.244687	0.08821	0.00024	0.000159	0.061547	0.024395	0.085943	0.237072	0.088239	0.000208	0.000138	0.024712	0.017521	0.007191	9.0	9.0	0.987124	0.921743	0.002564	17.0	0.21
وزد	وزد	vazad	1.719146	3.235313	3	5.0	2.0	0.0	0.0	0.633874	0.342458	0.010623	0.67856	1.496139	1.41013	0.821352	7.961217	0.040339	0.100556	0.140895	0.11145	0.290831	2e-05	6.9e-05	0.031294	0.078136	0.10943	0.101134	0.294503	1.8e-05	1.8e-05	0.031465	0.009046	0.022419							
نامناسبه	نامناسبه	nɑmɔnɑsɛbɛ	1.533372	3.185647	8	10.0	5.0	0.0	0.0	0.389131	0.400557	0.000682	0.162631	1.122726	0.705463	1.084319	7.890349	0.039521	0.053941	0.093462	0.244687	0.407647	1.8e-05	1.8e-05	0.030109	0.042483	0.072591	0.237072	0.400045	1.6e-05	1.6e-05	0.020871	0.009413	0.011458							
متاسفن	متاسفن	mɔtɛʔassɛfan	0.345326	2.538229	6	12.0	5.0	0.0	0.0	0.177757	0.58543	0.004576	0.644745	1.244068	1.34115	1.432999	7.799248	0.078354	0.058748	0.137102	0.377749	0.347165	9e-06	5e-06	0.062915	0.043572	0.106487	0.3953	0.355901	7e-06	4e-06	0.030615	0.015439	0.015176							
دوربینتو	دوربینتو	durbinɛtɔ	4.219319	3.625242	8	9.0	4.0	0.0	0.0	0.580115	0.283151	0.001101	0.085933	0.880442	0.174858	1.334494	7.410468	0.047187	0.016852	0.064039	0.281878	0.119438	6.8e-05	4.7e-05	0.037445	0.012295	0.049739	0.278657	0.088853	4e-05	4e-05	0.0143	0.009742	0.004558							
جمالو	جمالو	jamɑlu	0.251386	2.400341	5	6.0	3.0	1.0	0.0	0.596214	0.150941	0.001858	0.001825	1.033662	0.227437	1.647175	7.843801	0.030418	0.026902	0.05732	0.130041	0.119438	3e-06	3e-06	0.033609	0.010912	0.044521	0.130254	0.059996	3e-06	3e-06	0.012799	-0.003191	0.01599							
دهشتناکی	دهشتناکی	dɛhʃatnɑki	0.378602	2.578183	8	10.0	4.0	0.0	0.0	0.361849	0.281886	0.001493	0.000481	0.925829	0.507719	1.312881	7.757406	0.037126	0.053692	0.090818	0.281878	0.394856	5e-06	5e-06	0.031175	0.039364	0.07054	0.278657	0.361663	4e-06	4e-06	0.020278	0.005951	0.014327	25.0	50.0	0.976318	0.893462	0.005855	84.0	0.396667
دونفره	دونفره	dɔnafarɛ	8.55867	3.932406	6	8.0	4.0	0.0	0.0	0.480585	0.255337	0.000879	0.000481	1.070727	0.75012	1.090123	7.886314	0.059992	0.086288	0.146281	0.281878	0.407647	8.9e-05	8.9e-05	0.047492	0.066133	0.113625	0.278657	0.400045	7.7e-05	7.7e-05	0.032655	0.0125	0.020155	6.0	6.0	0.985328	0.927827	0.003463	14.0	0.18
خونتون	خونتون	xunatun	22.652377	4.355114	6	7.0	3.0	1.0	0.0	0.633468	0.198697	0.000447	0.115472	0.749834	0.184157	1.199254	6.962429	0.058313	0.082862	0.141175	0.194215	0.347165	0.000224	0.00022	0.037973	0.071687	0.10966	0.182979	0.355901	0.000194	0.00019	0.031514	0.02034	0.011175	25.0	50.0	0.97686	0.899482	0.005851	54.0	0.44
گزدی	گزدی	ɡazdi	1.331109	3.124214	4	5.0	2.0	0.0	0.0	0.211828	0.276375	0.001971	0.002242	1.287742	1.145492	0.762849	7.694836	0.030622	0.121012	0.151635	0.115115	0.394856	1.6e-05	1.6e-05	0.026324	0.091463	0.117787	0.112067	0.361663	1.4e-05	1.4e-05	0.033848	0.004299	0.029549							
جوهنبرگ	جوهنبرگ	jɔhɛnbɛrɡ	0.498582	2.697737	7	9.0	3.0	0.0	0.0	0.412727	0.428097	0.00177	0.239016	1.309378	0.739372	1.297914	7.691268	0.023095	0.009014	0.032109	0.130041	0.044843	6e-06	6e-06	0.018261	0.00668	0.024941	0.130254	0.044219	6e-06	6e-06	0.007167	0.004834	0.002334							
گرانشه	گرانشه	ɡɛrɑnɛʃɛ	0.422926	2.626264	6	8.0	4.0	0.0	0.0	0.342182	0.389763	0.001242	0.001076	1.025876	0.315506	1.026478	7.635479	0.027304	0.076112	0.103416	0.115115	0.407647	6e-06	6.8e-05	0.022587	0.057745	0.080332	0.112067	0.400045	5e-06	5e-06	0.023084	0.004717	0.018367							
گنگستریه	گنگستریه	ɡanɡɛstɛriyɛ	0.458376	2.661222	8	12.0	5.0	0.0	0.0	0.229315	0.460666	0.001898	0.075665	1.180649	0.646951	1.04601	7.548524	0.015361	0.059579	0.074941	0.115115	0.407647	6e-06	6e-06	0.011318	0.046895	0.058213	0.112067	0.400045	5e-06	5e-06	0.016727	0.004043	0.012685							
مدتهای	مدتهای	mɔddathɑyɛ	1.328858	3.123479	6	10.0	4.0	0.0	0.0	0.481518	0.445328	0.180665	0.187469	2.310543	0.620944	0.690428	7.943252	0.068006	0.084914	0.15292	0.377749	0.394856	1.6e-05	1.6e-05	0.058417	0.060376	0.118793	0.3953	0.400045	1.4e-05	1.4e-05	0.034127	0.009589	0.024538	12.0	12.0	0.924593	0.492114	0.009311	27.0	0.346667
دروگر	دروگر	dɛroɡar	2.43597	3.386672	5	7.0	3.0	0.0	0.0	0.381453	0.215922	0.001914	0.001494	1.407136	0.172743	1.48995	7.273339	0.070654	0.060759	0.131413	0.281878	0.283668	3.6e-05	2.8e-05	0.044335	0.057752	0.102087	0.278657	0.275621	3.1e-05	2.4e-05	0.029326	0.026319	0.003007							
تلفونه	تلفونه	tɛlɛfɔnɛ	0.491892	2.69187	6	8.0	4.0	0.0	0.979068	0.482888	0.559763	0.001212	0.086509	1.097581	0.689574	1.082549	7.631197	0.033089	0.091872	0.124961	0.178211	0.407647	6e-06	6e-06	0.031693	0.065382	0.097075	0.189863	0.400045	0.000801	6.2e-05	0.027886	0.001396	0.02649							
لباساست	لباساست	lɛbɑsɑst	0.262936	2.41985	7	8.0	3.0	0.0	0.0	0.306257	0.469607	0.001619	0.270884	0.97916	0.443217	1.30503	7.942973	0.011633	0.075974	0.087607	0.058995	0.308994	4e-06	4e-06	0.010486	0.057574	0.068059	0.056862	0.315786	3e-06	3e-06	0.019548	0.001148	0.018401							
سخنور	سخنور	sɔxanvar	1.141859	3.057613	5	8.0	3.0	0.0	0.0	0.380124	0.282803	0.006266	0.27267	1.36447	0.332655	1.178678	8.031425	0.036567	0.07076	0.107327	0.169645	0.283668	4.7e-05	1.4e-05	0.0329	0.05048	0.083379	0.204351	0.275621	4e-05	1.2e-05	0.023948	0.003667	0.020281	25.0	50.0	0.996346	0.982877	0.000983	88.0	0.233333
استانی	استانی	ʔɔstɑni	29.560457	4.470711	6	7.0	3.0	0.0	0.0	0.494753	0.605504	0.006938	0.804396	1.002088	0.726843	1.612701	7.929755	0.088002	0.091283	0.179285	0.308518	0.394856	0.000277	0.001368	0.066068	0.073215	0.139283	0.362463	0.361663	0.00024	0.00024	0.040002	0.021934	0.018068	25.0	28.0	0.985694	0.920492	0.003141	45.0	0.146667
دخترتان	دخترتان	dɔxtarɛtɑn	0.882898	2.94591	7	10.0	4.0	0.0	0.0	0.152381	0.325958	0.001549	0.171166	1.15634	0.316044	1.128398	7.943252	0.050461	0.078484	0.128945	0.281878	0.347165	1.1e-05	1.1e-05	0.044727	0.055448	0.100175	0.278657	0.355901	9e-06	9e-06	0.028769	0.005734	0.023036	25.0	50.0	0.977197	0.903273	0.006047	81.0	0.55
بوون	بوون	bɔvɛn	1.016331	3.007035	4	5.0	2.0	0.0	0.0	0.950007	0.424492	0.010073	0.00249	1.056896	0.906216	0.822198	7.811412	0.099769	0.116773	0.216542	0.350873	0.347165	1.2e-05	1.2e-05	0.092315	0.075922	0.168237	0.37001	0.355901	1.1e-05	1.1e-05	0.048305	0.007454	0.040851							
داوس	داوس	dɑvɔs	1.219856	3.086309	4	5.0	2.0	0.0	0.994615	0.741328	0.429017	0.010256	0.003016	1.0177	1.372717	1.07315	8.180405	0.10679	0.024408	0.131198	0.281878	0.084592	0.000141	1.5e-05	0.082109	0.019823	0.101932	0.278657	0.091874	5.5e-05	5.5e-05	0.029266	0.024681	0.004585							
جرائمی	جرائمی	jarɑʔɛmi	6.266996	3.797059	6	8.0	4.0	0.0	0.0	0.317669	0.396988	0.000966	0.518157	0.929189	0.679061	1.506286	7.757406	0.023958	0.072366	0.096324	0.130041	0.394856	6.7e-05	6.7e-05	0.024466	0.050373	0.074838	0.130254	0.361663	5.8e-05	5.8e-05	0.021486	-0.000508	0.021994	25.0	50.0	0.968282	0.77783	0.005074	104.0	0.283333
سیاهرگی	سیاهرگی	siyɑhraɡi	0.353409	2.548278	7	9.0	4.0	0.0	0.0	0.533102	0.341315	0.001342	0.210595	0.758122	0.353585	1.029757	7.751774	0.030251	0.062065	0.092316	0.169645	0.394856	5e-06	5e-06	0.027044	0.04468	0.071725	0.204351	0.361663	4e-06	4e-06	0.020592	0.003206	0.017385	25.0	50.0	0.990234	0.952672	0.002454	90.0	0.426667
بکننش	بکننش	bɔkɔnanɛʃ	0.795431	2.900602	5	9.0	4.0	1.0	0.0	0.001532	0.270261	0.001165	0.000436	1.293655	0.576821	0.981577	7.822535	0.077618	0.035617	0.113236	0.350873	0.160357	1e-05	1e-05	0.063047	0.024932	0.087978	0.37001	0.16343	9e-06	9e-06	0.025257	0.014572	0.010686							
کشورمو	کشورمو	kɛʃvaramɔ	0.259519	2.41417	6	9.0	4.0	0.0	0.0	0.634805	0.242731	0.006493	0.001774	1.169822	0.170151	1.278348	7.886314	0.049328	0.022398	0.071726	0.237071	0.119438	0.000162	3e-06	0.043722	0.012006	0.055728	0.277575	0.088853	3e-06	3e-06	0.015998	0.005606	0.010392							
شبمون	شبمون	ʃabɛmun	1.932737	3.286173	5	7.0	3.0	0.0	0.0	0.380404	0.165528	0.001452	0.000706	1.016143	0.309102	1.044863	7.334264	0.040207	0.099606	0.139813	0.185199	0.347165	2.3e-05	4.8e-05	0.035795	0.072835	0.108631	0.174303	0.355901	2e-05	4.1e-05	0.031182	0.004412	0.02677							
خوشتون	خوشتون	xɔʃɛtun	36.006302	4.556379	6	7.0	3.0	1.0	0.0	0.633471	0.22781	0.000761	0.115181	0.891752	0.327214	1.182278	7.22597	0.057961	0.082547	0.140507	0.194215	0.347165	0.000332	0.000332	0.037581	0.071593	0.109174	0.182979	0.355901	0.000287	0.000287	0.031334	0.02038	0.010954	20.0	20.0	0.958409	0.803418	0.008327	23.0	0.363333
دفترشو	دفترشو	daftarɛʃɔ	0.329386	2.517705	6	9.0	4.0	0.0	0.0	0.316924	0.275114	0.00145	0.085715	1.267287	0.360451	1.162863	7.886314	0.049874	0.022807	0.072682	0.281878	0.119438	2.4e-05	4e-06	0.043825	0.012649	0.056474	0.278657	0.088853	4e-06	4e-06	0.016208	0.006049	0.010159							
لیزری	لیزری	lezɛri	10.954329	4.039586	5	6.0	3.0	0.0	0.0	0.338864	0.420969	0.002586	0.451833	0.838847	0.332092	1.638933	7.257101	0.01439	0.097323	0.111712	0.058995	0.394856	0.000127	0.000112	0.010075	0.076727	0.086801	0.056862	0.361663	0.00011	9.7e-05	0.024911	0.004315	0.020596	25.0	50.0	0.994773	0.97703	0.001454	46.0	0.22
چمنزار	چمنزار	çamanzɑr	6.90026	3.838865	6	8.0	3.0	0.0	0.0	0.177871	0.259714	0.001504	0.451419	0.924271	0.341285	1.034792	8.037134	0.013935	0.069814	0.083748	0.081605	0.283668	8.2e-05	7.3e-05	0.013541	0.051532	0.065073	0.075811	0.275621	7.1e-05	6.3e-05	0.018675	0.000394	0.018281	25.0	50.0	0.994606	0.973612	0.001365	75.0	0.24
نانومتر	نانومتر	nɑnɔmɛtr	3.883325	3.589204	7	8.0	3.0	0.0	0.0	0.423794	0.340085	0.000688	0.001287	1.002741	0.575503	1.018342	7.937264	0.041462	0.050171	0.091633	0.244687	0.283668	4.3e-05	4.3e-05	0.034637	0.036567	0.071204	0.237072	0.275621	3.7e-05	3.7e-05	0.02043	0.006825	0.013605	25.0	48.0	0.965622	0.807473	0.006546	43.0	0.31
واکنش	واکنش	vɑkɔnɛʃ	160.647817	5.205875	5	7.0	3.0	0.0	0.0	0.594318	0.322739	0.007369	0.001951	1.074491	0.47469	1.240524	7.937264	0.032877	0.036402	0.069278	0.11145	0.160357	0.00147	0.001274	0.021507	0.032326	0.053833	0.101134	0.16343	0.001277	0.001107	0.015445	0.01137	0.004076	11.0	11.0	0.966627	0.83894	0.006945	17.0	0.163333
فضولی	فضولی	fɔzuli	20.6527	4.314977	5	6.0	3.0	0.0	0.978244	0.550815	0.378397	0.00117	0.451833	1.242451	0.571679	1.646221	7.396963	0.026496	0.093814	0.12031	0.126929	0.394856	0.000206	0.0002	0.02286	0.070628	0.093488	0.120228	0.361663	0.000187	0.000182	0.026822	0.003637	0.023185	3.0	3.0	0.997171	0.987474	0.00079	10.0	0.176667
گزند	گزند	ɡazand	2.574571	3.410705	4	6.0	2.0	0.0	0.0	0.002002	0.25204	0.002338	0.677786	0.911886	1.199191	0.169806	7.961217	0.030642	0.093923	0.124564	0.115115	0.290831	4.5e-05	3e-05	0.021959	0.074836	0.096795	0.112067	0.294503	3.9e-05	2.6e-05	0.027769	0.008683	0.019087	7.0	7.0	0.990722	0.951885	0.002161	24.0	0.116667
چمدوناتو	چمدوناتو	çamɛdunɑtɔ	0.543415	2.735132	8	10.0	5.0	0.0	0.0	0.608452	0.300902	0.001024	0.06917	0.85396	0.280532	1.320524	7.67272	0.010561	0.017191	0.027752	0.081605	0.119438	7e-06	7e-06	0.01092	0.010645	0.021565	0.075811	0.088853	6e-06	6e-06	0.006187	-0.00036	0.006546							
خرپشتک	خرپشتک	xarpɔʃtak	0.553455	2.743082	6	9.0	3.0	0.0	0.0	0.001352	0.168992	0.000447	0.115181	1.36174	0.584772	1.246004	8.031425	0.034766	0.017464	0.05223	0.194215	0.100215	7e-06	7e-06	0.025785	0.014802	0.040587	0.182979	0.097593	6e-06	6e-06	0.011643	0.008981	0.002663							
رس	رس	rɔs	11.246065	4.051001	2	3.0	1.0	1.584963	0.0	5.9e-05	0.510925	0.001799	0.0	1.460696	1.773218	1.038001	7.861347	0.079279	0.048421	0.1277	0.141799	0.084592	0.016759	0.01225	0.063458	0.035774	0.099233	0.147505	0.091874	0.006147	0.001655	0.028467	0.015821	0.012647	4.0	4.0	0.995694	0.978754	0.001092	3.0	0.183333
شفاف	شفاف	ʃaffɑf	51.592138	4.712584	4	6.0	2.0	0.0	0.0	0.266144	0.064377	0.000472	0.0	2.476206	0.670729	1.331722	8.075093	0.047038	0.016512	0.06355	0.185199	0.055424	0.000619	0.000459	0.039352	0.010032	0.049384	0.174303	0.050047	0.000537	0.000398	0.014166	0.007686	0.00648	15.0	15.0	0.986929	0.930662	0.003134	28.0	0.086667
میاوردمش	میاوردمش	miyɑvɔrdamɛʃ	0.660015	2.819554	8	12.0	5.0	0.0	0.0	0.47605	0.28459	0.00616	0.007985	1.078274	0.516814	0.979788	7.840293	0.077448	0.023132	0.10058	0.377749	0.160357	8e-06	8e-06	0.059373	0.018787	0.07816	0.3953	0.16343	7e-06	7e-06	0.022419	0.018075	0.004345							
دسولیشن	دسولیشن	dɛsɔleʃɛn	0.339326	2.530617	7	9.0	4.0	0.0	0.0	0.393633	0.435468	0.001542	0.203426	1.021691	1.001923	1.329628	7.491418	0.045919	0.052284	0.098203	0.281878	0.347165	4e-06	4e-06	0.033897	0.04242	0.076317	0.278657	0.355901	4e-06	4e-06	0.021886	0.012022	0.009864							
متحدانمون	متحدانمون	mɔttahɛdɑnɛmun	0.500859	2.699715	9	14.0	6.0	0.0	0.0	0.32997	0.371073	0.001197	0.177502	1.42389	0.767045	1.385269	7.635764	0.048442	0.055331	0.103773	0.377749	0.347165	6e-06	6e-06	0.04423	0.036416	0.080646	0.3953	0.355901	6e-06	6e-06	0.023127	0.004213	0.018915							
قناد	قناد	ɢannɑd	1.442681	3.15917	4	6.0	2.0	0.0	0.0	0.267641	0.187857	0.0	0.366585	1.971129	0.456571	0.909889	8.075093	0.026172	0.091379	0.117552	0.100815	0.290831	3.3e-05	1.7e-05	0.030136	0.061219	0.091355	0.107559	0.294503	2.8e-05	1.5e-05	0.026197	-0.003963	0.03016	25.0	50.0	0.999186	0.996603	0.000244	12.0	0.143333
خبردار	خبردار	xabardɑr	28.50824	4.45497	6	8.0	3.0	0.0	0.0	0.177695	0.061233	0.001022	0.001597	1.046525	0.36595	1.014061	8.037134	0.037865	0.071572	0.109437	0.194215	0.283668	0.000281	0.000268	0.033171	0.05188	0.085051	0.182979	0.275621	0.000244	0.000232	0.024386	0.004694	0.019692	25.0	50.0	0.989937	0.944294	0.002254	141.0	0.2
