WORD_norm	WORD	Transcription1	PerMilFreq	zipf	Length	AvePhonLength	n_syllables	H_GPC_word	H_PGC_word	H_GPC_grapheme_word	H_PGC_grapheme_word	H_GPC_onset_word	H_PGC_onset_word	H_GPC_rime_word	H_PGC_rime_word	H_GPC_OVC_word	H_PGC_OVC_word	OUF	OUB	OU	MAXOUF	MAXOUB	MINOUF	MINOUB	PUF	PUB	PU	MAXPUF	MAXPUB	MINPUF	MINPUB	OU_PU_Mismatch	OUF_PUF_Mismatch	OUB_PUB_Mismatch	SN_k25	SN_k50	Entropy_beta5	Entropy_beta10	Dispersion_k50	Hubness_k50	ClusteringCoeff_k25
دوروتا	دوروتا	dɔrɔtɑ	1.064387	3.0271	6	6.0	3.0	0.0	0.0	0.810921	0.372774	0.001619	0.114286	1.084431	1.052003	1.343394	8.17755	0.061941	0.034473	0.096414	0.281878	0.196007	1.3e-05	1.3e-05	0.068182	0.031556	0.099738	0.278657	0.172279	1.1e-05	1.1e-05	-0.003324	-0.006242	0.002918							
تدبیر	تدبیر	tadbir	18.420175	4.265294	5	6.0	2.0	0.0	0.0	0.168203	0.134534	0.001344	0.170903	0.881771	0.274488	1.370713	7.694836	0.036399	0.066805	0.103203	0.178211	0.283668	0.000198	0.00018	0.05455	0.052212	0.106761	0.189863	0.275621	0.000171	0.000156	-0.003558	-0.018151	0.014593	8.0	8.0	0.986749	0.927533	0.002893	13.0	0.15
مزروعی	مزروعی	mazruʔi	1.105844	3.043694	6	7.0	3.0	0.0	0.0	0.457471	0.462964	0.003574	0.690875	1.139104	1.49823	1.142617	7.326755	0.064141	0.069265	0.133406	0.377749	0.394856	1.3e-05	1.3e-05	0.077682	0.060324	0.138007	0.3953	0.361663	1.2e-05	1.2e-05	-0.004601	-0.013541	0.00894	21.0	21.0	0.997803	0.990295	0.000618	12.0	0.136667
نمیذارن	نمیذارن	nɛmizɑran	13.446093	4.128596	7	9.0	4.0	0.0	0.996983	0.272261	0.304003	0.000966	0.338782	0.693203	0.462759	1.196418	7.757406	0.053389	0.054376	0.107765	0.244687	0.347165	0.000141	0.000135	0.050505	0.060977	0.111482	0.237072	0.355901	0.000157	0.00015	-0.003717	0.002885	-0.006601	25.0	50.0	0.992933	0.9668	0.001868	69.0	0.526667
میشکافه	میشکافه	miʃkɑfɛ	0.642235	2.807694	7	7.0	3.0	0.0	0.0	0.41358	0.178288	0.001791	0.000706	0.750306	0.349229	1.183112	7.689469	0.088679	0.060754	0.149432	0.377749	0.407647	8e-06	8e-06	0.095091	0.059496	0.154587	0.3953	0.400045	7e-06	7e-06	-0.005155	-0.006412	0.001258							
پالم	پالم	pɑlm	7.719979	3.887616	4	4.0	1.0	0.0	0.0	0.270182	0.108525	0.0	0.0	0.0	0.0	0.0	8.188969	0.046003	0.093353	0.139356	0.144295	0.349121	0.000234	8.9e-05	0.045008	0.099156	0.144163	0.141666	0.38839	0.000203	7e-05	-0.004807	0.000995	-0.005802	5.0	5.0	0.996659	0.985043	0.000922	3.0	0.096667
خلوصش	خلوصش	xɔlusaʃ	0.431615	2.635097	5	7.0	3.0	0.0	0.0	0.383044	0.27139	0.00117	0.27213	1.362009	0.612558	1.364197	7.57455	0.040379	0.032125	0.072504	0.194215	0.160357	6e-06	6e-06	0.037929	0.037076	0.075005	0.182979	0.16343	5e-06	5e-06	-0.002501	0.00245	-0.004952							
خاک	خاک	xɑk	274.927468	5.439218	3	3.0	1.0	0.0	0.0	0.3573	0.073087	0.0	0.003738	0.69022	0.198464	1.070164	8.188969	0.080191	0.038799	0.11899	0.194215	0.100215	0.003279	0.002054	0.085837	0.03726	0.123097	0.182979	0.097593	0.00286	0.001786	-0.004107	-0.005646	0.001539	16.0	16.0	0.980409	0.906184	0.004593	21.0	0.166667
میچینه	میچینه	miçinɛ	1.64938	3.217321	6	6.0	3.0	0.0	0.0	0.443888	0.263153	0.000688	0.000996	0.418222	0.252917	0.819198	7.435964	0.099238	0.086948	0.186186	0.377749	0.407647	2e-05	2e-05	0.106852	0.085762	0.192614	0.3953	0.400045	1.7e-05	1.7e-05	-0.006428	-0.007614	0.001185							
عمرته	عمرته	ʔɔmrɛtɛ	5.455332	3.736821	5	7.333333	3.333333	1.584963	0.0	0.19748	0.64949	0.003206	0.723906	1.08438	0.765436	0.843508	7.769287	0.024116	0.099409	0.123525	0.099892	0.407647	5.9e-05	5.9e-05	0.060054	0.067737	0.127791	0.362463	0.400045	5.1e-05	5.1e-05	-0.004266	-0.035938	0.031672							
تحصیلاتی	تحصیلاتی	tahsilɑti	0.330148	2.518709	8	9.0	4.0	0.0	0.0	0.344865	0.370572	0.001547	0.374066	0.749029	0.513567	1.408184	7.751774	0.025071	0.059576	0.084647	0.178211	0.394856	4e-06	4e-06	0.038662	0.048909	0.087571	0.189863	0.361663	4e-06	4e-06	-0.002923	-0.013591	0.010668	17.0	17.0	0.995183	0.979117	0.001361	48.0	0.13
موره	موره	murɛ	1.393984	3.144258	4	4.0	2.0	1.0	0.0	0.720989	0.354746	0.001931	0.001058	1.048933	0.625951	0.956258	7.4161	0.114354	0.131986	0.246341	0.377749	0.407647	2.3e-05	0.000172	0.12714	0.127713	0.254853	0.3953	0.400045	3.8e-05	0.000134	-0.008513	-0.012785	0.004273							
سوته	سوته	sutɛ	3.574176	3.553176	4	4.0	2.0	0.0	0.0	0.720618	0.599142	0.00067	0.575549	1.057062	0.703718	0.76517	7.020788	0.048187	0.123959	0.172146	0.169645	0.407647	4e-05	4e-05	0.056155	0.121941	0.178096	0.204351	0.400045	4.2e-05	3.5e-05	-0.00595	-0.007968	0.002017	3.0	3.0	0.996875	0.986314	0.000885	18.0	0.203333
برقصم	برقصم	bɛraɢsam	22.644661	4.354966	5	8.0	3.0	0.0	0.0	0.001392	0.331074	0.001049	0.269764	1.311799	0.567295	1.139333	7.791138	0.089495	0.070124	0.159619	0.350873	0.349121	0.000218	0.000218	0.077362	0.087775	0.165138	0.37001	0.38839	0.000188	0.000188	-0.005518	0.012133	-0.017651	24.0	24.0	0.995467	0.977895	0.001155	12.0	0.153333
تنهامون	تنهامون	tanhɑmun	10.877437	4.036527	7	8.0	3.0	0.0	0.0	0.564106	0.242437	0.002455	0.353657	0.841577	0.360518	1.081065	7.58026	0.033017	0.071493	0.10451	0.178211	0.347165	0.000111	0.000111	0.046312	0.061813	0.108125	0.189863	0.355901	9.6e-05	9.6e-05	-0.003615	-0.013295	0.00968							
ببوسند	ببوسند	bɛbusand	0.295308	2.470275	6	8.0	3.0	0.0	0.0	0.316898	0.263706	0.000899	0.269764	0.82131	0.273975	0.743389	7.334264	0.064521	0.062481	0.127002	0.350873	0.290831	4e-06	4e-06	0.075399	0.055998	0.131397	0.37001	0.294503	3e-06	3e-06	-0.004396	-0.010878	0.006483	25.0	50.0	0.975717	0.897903	0.006254	45.0	0.433333
ذاتشه	ذاتشه	zɑtɛʃɛ	0.648655	2.812014	5	6.0	3.0	0.0	0.0	0.409404	0.627433	0.000761	0.564649	0.818066	0.468766	0.780062	7.696978	0.001939	0.09133	0.093269	0.008373	0.407647	8e-06	8e-06	0.019334	0.077164	0.096498	0.106584	0.400045	7e-06	7e-06	-0.003229	-0.017395	0.014166							
بسوزه	بسوزه	bɛsuzɛ	10.467777	4.019854	5	6.0	3.0	0.0	0.0	0.576594	0.667995	0.001266	0.720478	1.071365	0.882294	0.760503	7.164186	0.074524	0.088684	0.163207	0.350873	0.407647	0.000108	0.000108	0.09621	0.07265	0.168859	0.37001	0.400045	9.3e-05	9.3e-05	-0.005652	-0.021686	0.016034	25.0	50.0	0.983744	0.909286	0.003356	44.0	0.28
تارسوس	تارسوس	tɑrsus	2.707103	3.432505	6	6.0	2.0	0.0	0.0	0.494105	0.429418	0.00067	0.575549	0.623836	0.321122	1.956224	7.389781	0.036425	0.01629	0.052715	0.178211	0.084592	3.1e-05	3.1e-05	0.036858	0.017684	0.054542	0.189863	0.091874	2.7e-05	2.7e-05	-0.001827	-0.000433	-0.001394							
دوکس	دوکس	dɔks	1.114323	3.047011	4	4.0	1.0	0.0	0.0	0.477027	0.43246	0.001716	0.001053	1.081734	0.861213	1.282192	8.171841	0.088791	0.025271	0.114061	0.281878	0.084592	1.4e-05	0.000105	0.092471	0.025542	0.118014	0.278657	0.091874	1.2e-05	0.000143	-0.003952	-0.00368	-0.000272							
الراوی	الراوی	ʔarrɑvi	5.133142	3.710383	6	7.0	3.0	0.0	0.0	0.813788	0.355189	0.013357	0.69183	0.890071	0.355532	1.597609	7.859547	0.060546	0.07299	0.133535	0.308518	0.394856	5.6e-05	5.6e-05	0.083342	0.05482	0.138162	0.362463	0.361663	4.8e-05	4.8e-05	-0.004627	-0.022797	0.018169							
تباران	تباران	tabɑrɑn	0.642868	2.808122	6	7.0	3.0	0.0	0.0	0.354875	0.149341	0.001496	0.113935	0.785198	0.334515	1.470704	8.113051	0.031456	0.092923	0.124379	0.178211	0.347165	8e-06	8e-06	0.048426	0.080264	0.12869	0.189863	0.355901	7e-06	7e-06	-0.00431	-0.01697	0.012659	25.0	50.0	0.980073	0.867202	0.003435	85.0	0.223333
افطار	افطار	ʔɛftɑr	4.185979	3.621797	5	6.0	2.0	0.0	0.0	0.425752	0.598338	0.009737	1.206158	0.858789	0.37091	2.161539	7.819975	0.06746	0.081302	0.148762	0.308518	0.283668	4.6e-05	4.6e-05	0.087201	0.066718	0.153919	0.362463	0.275621	4e-05	4e-05	-0.005157	-0.01974	0.014584	22.0	22.0	0.977863	0.883554	0.004659	52.0	0.236667
تواضعش	تواضعش	tavɑzɔʔaʃ	0.844369	2.926532	6	9.0	4.0	0.0	0.0	0.494613	0.532803	0.006749	0.942359	1.197453	1.017007	1.020562	8.070811	0.038637	0.027017	0.065653	0.178211	0.160357	1e-05	1e-05	0.039291	0.028639	0.06793	0.189863	0.16343	9e-06	9e-06	-0.002276	-0.000654	-0.001622							
کنارهم	کنارهم	kɛnɑrɛham	2.414663	3.382856	6	9.0	4.0	0.0	0.0	0.342605	0.355927	0.002268	0.17948	0.903177	0.644808	1.294121	7.763037	0.052103	0.061039	0.113142	0.237071	0.349121	2.8e-05	2.8e-05	0.039283	0.077782	0.117065	0.277575	0.38839	2.4e-05	2.4e-05	-0.003923	0.01282	-0.016743	5.0	5.0	0.989624	0.952875	0.002729	21.0	0.173333
بماله	بماله	bɛmɑlɛ	1.781799	3.250859	5	6.0	3.0	0.0	0.0	0.412624	0.376275	0.002307	0.001825	1.026448	0.488328	1.068186	7.696978	0.072907	0.091719	0.164626	0.350873	0.407647	2.1e-05	2.1e-05	0.096141	0.074194	0.170335	0.37001	0.400045	1.8e-05	1.8e-05	-0.005709	-0.023234	0.017525							
کدها	کدها	kɔdhɑ	6.049454	3.781716	4	5.0	2.0	0.0	0.0	0.513692	0.367787	0.003636	0.358523	1.0684	0.62016	0.808294	8.180405	0.06161	0.064636	0.126246	0.237071	0.196007	0.000238	6.5e-05	0.084999	0.045627	0.130626	0.277575	0.172279	0.000206	5.6e-05	-0.00438	-0.023389	0.019009	25.0	50.0	0.98939	0.936351	0.002293	128.0	0.21
هیلدی	هیلدی	hildi	2.182923	3.339038	5	5.0	2.0	0.0	0.0	0.535386	0.254024	0.002838	0.35905	0.729651	0.007329	1.362751	7.428455	0.03477	0.096096	0.130866	0.14918	0.394856	2.5e-05	2.5e-05	0.04421	0.091197	0.135407	0.201815	0.361663	2.2e-05	2.2e-05	-0.004541	-0.00944	0.004899							
تغییر	تغییر	taɢyir	744.238602	5.871712	5	6.0	2.0	0.0	0.0	0.340044	0.388156	0.35813	0.185733	0.925266	0.641414	0.924032	7.694836	0.040571	0.069299	0.10987	0.178211	0.283668	0.00604	0.004926	0.058895	0.054787	0.113682	0.189863	0.275621	0.005267	0.004293	-0.003812	-0.018324	0.014512	23.0	23.0	0.942839	0.616071	0.008451	37.0	0.243333
مینه	مینه	minɛ	5.148003	3.711639	4	4.0	2.0	0.0	0.0	0.455892	0.286068	0.001032	0.001494	0.533934	0.359025	0.802664	7.439719	0.149531	0.131129	0.28066	0.377749	0.407647	9.1e-05	0.002957	0.161143	0.129259	0.290402	0.3953	0.400045	0.001078	0.002573	-0.009742	-0.011612	0.00187	25.0	50.0	0.998195	0.992562	0.000547	3.0	0.496667
شلوارت	شلوارت	ʃalvɑrat	18.749104	4.272981	6	8.0	3.0	0.0	0.0	0.496569	0.172008	0.00718	0.00166	1.017769	0.595441	1.048276	8.037134	0.032975	0.061769	0.094744	0.185199	0.308994	0.000255	0.000183	0.029952	0.068081	0.098033	0.174303	0.315786	0.000159	0.000159	-0.003289	0.003023	-0.006312	25.0	50.0	0.989395	0.947425	0.002587	72.0	0.226667
مینویسه	مینویسه	minvisɛ	15.622335	4.193746	7	7.0	3.0	0.0	0.0	0.651847	0.346035	0.006954	0.27213	0.453004	0.369904	1.010685	7.435964	0.085957	0.062711	0.148669	0.377749	0.407647	0.000155	0.000164	0.092039	0.061791	0.15383	0.3953	0.400045	0.000134	0.000142	-0.005161	-0.006081	0.00092	25.0	50.0	0.980755	0.865654	0.003372	36.0	0.246667
ایستاده	ایستاده	ʔistɑdɛ	65.865596	4.818659	7	7.0	3.0	0.0	0.0	0.564533	0.632386	0.00751	0.804456	0.47985	0.472394	1.097897	7.689469	0.052476	0.088064	0.14054	0.308518	0.407647	0.000573	0.000668	0.059304	0.086116	0.145421	0.362463	0.400045	0.000614	0.000504	-0.00488	-0.006828	0.001948	25.0	47.0	0.975303	0.833226	0.004619	36.0	0.453333
بقیشونم	بقیشونم	baɢiyaʃunam	0.260269	2.415423	7	11.0	5.0	0.0	0.0	0.392356	0.173949	0.000573	0.152566	1.080286	0.380998	1.046571	7.58054	0.051672	0.066104	0.117775	0.350873	0.349121	3e-06	3e-06	0.048837	0.073029	0.121866	0.37001	0.38839	3e-06	3e-06	-0.004091	0.002834	-0.006925							
ساردینه	ساردینه	sɑrdinɛ	0.419149	2.622368	7	7.0	3.0	0.0	0.0	0.41248	0.325359	0.000572	0.270406	0.488927	0.323086	1.289678	7.689469	0.034485	0.074554	0.109039	0.169645	0.407647	5e-06	5e-06	0.039295	0.073533	0.112828	0.204351	0.400045	5e-06	5e-06	-0.003789	-0.00481	0.001021							
کلاغه	کلاغه	kalɑɢɛ	2.287326	3.359328	5	6.0	3.0	0.0	0.0	0.417871	0.324216	0.002273	0.245219	0.965178	0.962382	0.836322	7.867056	0.054357	0.08217	0.136527	0.237071	0.407647	4e-05	2.6e-05	0.069226	0.072048	0.141273	0.277575	0.400045	2.3e-05	2.3e-05	-0.004746	-0.014868	0.010122	25.0	50.0	0.993409	0.970853	0.001836	36.0	0.553333
تعرض	تعرض	taʔarrɔz	12.691681	4.103519	4	8.0	3.0	0.0	0.0	0.000853	0.564257	0.003333	0.804105	2.184093	1.280487	1.071214	8.031425	0.048911	0.004801	0.053712	0.178211	0.012539	0.000128	0.000128	0.043635	0.011945	0.05558	0.189863	0.088239	0.000111	0.000111	-0.001868	0.005276	-0.007144	25.0	50.0	0.970687	0.806527	0.005099	90.0	0.196667
کنندگانش	کنندگانش	kɔnandɛɡɑnaʃ	0.607493	2.783541	8	12.0	5.0	0.0	0.0	0.1349	0.192859	0.001451	0.001245	1.035851	0.398453	0.826591	7.946845	0.038234	0.022972	0.061206	0.237071	0.160357	8e-06	8e-06	0.04048	0.022855	0.063335	0.277575	0.16343	7e-06	7e-06	-0.002129	-0.002246	0.000117	8.0	8.0	0.936772	0.712215	0.011304	17.0	0.403333
تنبلیم	تنبلیم	tanbalim	1.287749	3.109831	6	9.0	3.5	1.0	0.0	0.142734	0.174227	0.002066	0.102856	1.13326	0.542367	1.11111	7.808999	0.033763	0.078264	0.112027	0.178211	0.349121	1.6e-05	1.6e-05	0.038937	0.076987	0.115924	0.189863	0.38839	1.3e-05	1.3e-05	-0.003897	-0.005174	0.001277							
اهریمنها	اهریمنها	ʔahrimanhɑ	4525.720612	6.655688	8	10.0	4.0	0.0	0.0	0.616818	0.406221	0.006824	0.697418	0.632326	0.538926	1.424197	7.884964	0.059588	0.050699	0.110287	0.308518	0.196007	0.022956	0.022955	0.073576	0.040549	0.114125	0.362463	0.172279	0.020127	0.020126	-0.003838	-0.013988	0.01015							
نجاتت	نجاتت	nɛjɑtat	32.517019	4.512111	5	7.0	3.0	0.0	0.0	0.213095	0.353422	0.000447	0.114226	1.014847	0.62274	1.206281	7.867056	0.052843	0.064221	0.117064	0.244687	0.308994	0.000337	0.000302	0.049567	0.071571	0.121138	0.237072	0.315786	0.000262	0.000262	-0.004074	0.003276	-0.00735	25.0	50.0	0.986613	0.942092	0.003636	97.0	0.4
بادوم	بادوم	bɑdum	19.142067	4.281989	5	5.0	2.0	0.0	0.0	0.593424	0.057108	0.001532	0.000526	0.682712	0.177259	1.680402	7.389781	0.094768	0.078414	0.173182	0.350873	0.349121	0.00021	0.000187	0.096243	0.082969	0.179213	0.37001	0.38839	0.000182	0.000162	-0.00603	-0.001475	-0.004555	25.0	50.0	0.995166	0.97727	0.001281	29.0	0.153333
هوشمند	هوشمند	huʃmand	62.536682	4.796135	6	7.0	2.0	0.0	0.0	0.480875	0.174198	0.003012	0.359582	0.605281	0.054825	0.521772	7.275905	0.028187	0.063328	0.091515	0.14918	0.290831	0.000917	0.000547	0.029996	0.064707	0.094703	0.201815	0.294503	0.000796	0.000474	-0.003188	-0.001809	-0.001379	25.0	35.0	0.994037	0.973599	0.001629	44.0	0.156667
مجروحان	مجروحان	majruhɑn	4.843749	3.685182	7	8.0	3.0	0.0	0.0	0.423864	0.184148	0.001288	0.239721	0.944651	0.610073	1.188449	7.58026	0.057224	0.073895	0.13112	0.377749	0.347165	5.3e-05	5.3e-05	0.069104	0.066583	0.135687	0.3953	0.355901	4.6e-05	4.6e-05	-0.004567	-0.01188	0.007312	25.0	50.0	0.92509	0.703793	0.015497	86.0	0.533333
اطرافمان	اطرافمان	ʔatrɑfɛmɑn	0.780517	2.892383	8	10.0	4.0	0.0	0.0	0.399366	0.390912	0.005834	0.518157	1.079814	0.35393	1.658584	7.947534	0.04109	0.068883	0.109973	0.308518	0.347165	1e-05	1e-05	0.057508	0.056297	0.113805	0.362463	0.355901	8e-06	8e-06	-0.003832	-0.016418	0.012586	18.0	18.0	0.935445	0.743229	0.013662	31.0	0.34
السلام	السلام	ʔassalɑm	63.957775	4.805893	6	8.0	3.0	0.0	0.0	0.359962	0.504	0.007661	0.961054	1.110926	1.146808	1.696918	8.037134	0.06093	0.074125	0.135054	0.308518	0.349121	0.000558	0.000586	0.079819	0.059942	0.139761	0.362463	0.38839	0.000484	0.000484	-0.004707	-0.018889	0.014182	25.0	50.0	0.977295	0.898514	0.005721	42.0	0.403333
افتخارآمیز	افتخارآمیز	ʔɛftɛxʔɑrɑmiz	0.562418	2.750059	10	13.0	5.0	0.0	0.0	0.346407	0.601545	0.006169	0.896988	0.670437	0.541013	1.901197	7.741671	0.036296	0.011385	0.04768	0.308518	0.08821	7e-06	7e-06	0.040826	0.008516	0.049343	0.362463	0.088239	6e-06	6e-06	-0.001662	-0.004531	0.002868	25.0	33.0	0.983558	0.90829	0.003429	68.0	0.163333
میبازید	میبازید	mibɑzid	0.349886	2.543926	7	7.0	3.0	0.0	0.0	0.392397	0.223774	0.001954	0.451419	0.238501	0.356567	0.911693	7.68196	0.086627	0.054745	0.141372	0.377749	0.290831	5e-06	5e-06	0.09329	0.053012	0.146302	0.3953	0.294503	4e-06	4e-06	-0.00493	-0.006664	0.001734							
میپرسم	میپرسم	mipɔrsam	74.939066	4.874708	6	8.0	3.0	0.0	0.0	0.1405	0.233862	0.000688	0.27047	0.923512	0.459995	0.940489	7.853838	0.10013	0.063618	0.163748	0.377749	0.349121	0.000643	0.000673	0.080876	0.088588	0.169464	0.3953	0.38839	0.000558	0.000584	-0.005715	0.019255	-0.02497	25.0	50.0	0.974478	0.892737	0.006967	54.0	0.646667
نصیحتت	نصیحتت	nasihatat	7.359309	3.866837	6	9.0	4.0	0.0	0.0	0.140101	0.348834	0.000335	0.467254	0.906991	0.928077	1.084729	7.828026	0.041822	0.053276	0.095097	0.244687	0.308994	8.1e-05	7.8e-05	0.042526	0.055891	0.098417	0.237072	0.315786	6.7e-05	6.7e-05	-0.00332	-0.000704	-0.002616							
مریضت	مریضت	marizat	3.409276	3.532662	5	7.0	3.0	0.0	0.0	0.168306	0.286771	0.001288	0.451419	1.009876	0.478714	1.376874	7.783629	0.088899	0.061916	0.150815	0.377749	0.308994	4.1e-05	3.8e-05	0.085092	0.07099	0.156082	0.3953	0.315786	3.3e-05	3.3e-05	-0.005267	0.003807	-0.009074							
میسازه	میسازه	misɑzɛ	21.643333	4.335324	6	6.0	3.0	0.0	0.0	0.481406	0.542392	0.001504	0.721183	0.459737	0.710788	1.03763	7.689469	0.100969	0.07608	0.177049	0.377749	0.407647	0.000209	0.00024	0.108384	0.074849	0.183233	0.3953	0.400045	0.000181	0.000208	-0.006184	-0.007415	0.001231	25.0	50.0	0.970823	0.845032	0.005789	29.0	0.243333
میدونن	میدونن	midunan	96.361266	4.983902	6	7.0	3.0	0.0	0.0	0.457067	0.067488	0.00126	0.001347	0.646773	0.186869	1.145669	7.326755	0.114498	0.062637	0.177134	0.377749	0.347165	0.000913	0.001036	0.104541	0.078785	0.183326	0.3953	0.355901	0.000792	0.000899	-0.006191	0.009957	-0.016148	25.0	50.0	0.981089	0.90365	0.004342	74.0	0.44
باهوشن	باهوشن	bɑhuʃan	3.47563	3.541033	6	7.0	3.0	0.0	0.0	0.657813	0.169624	0.002084	0.239016	0.800941	0.493543	1.049362	7.58026	0.079446	0.061173	0.140619	0.350873	0.347165	4.4e-05	3.9e-05	0.069123	0.076412	0.145535	0.37001	0.355901	3.8e-05	3.4e-05	-0.004917	0.010322	-0.015239							
میریزید	میریزید	mirizid	1.207472	3.081877	7	7.0	3.0	0.0	0.0	0.360267	0.221892	0.002104	0.451419	0.221479	0.228076	1.7583	7.428455	0.089243	0.054715	0.143959	0.377749	0.290831	1.5e-05	1.5e-05	0.09601	0.052983	0.148993	0.3953	0.294503	1.3e-05	1.3e-05	-0.005034	-0.006767	0.001733	25.0	50.0	0.98795	0.940344	0.003122	65.0	0.56
توپهام	توپهام	tuphɑm	0.263136	2.42018	6	6.0	2.0	0.0	0.0	0.658078	0.280668	0.002651	0.529426	0.922547	0.277859	1.375769	7.389781	0.037438	0.072971	0.110408	0.178211	0.349121	4e-06	4e-06	0.03582	0.07845	0.114269	0.189863	0.38839	3e-06	3e-06	-0.003861	0.001618	-0.005479							
تواناییه	تواناییه	tavɑnɑʔiyɛ	1.23784	3.092664	8	10.0	5.0	0.0	0.0	0.83626	0.504387	0.183764	0.489565	0.682444	0.764138	0.877355	7.843718	0.030159	0.058846	0.089005	0.178211	0.407647	4.9e-05	1.5e-05	0.036168	0.055951	0.092118	0.189863	0.400045	1.3e-05	1.3e-05	-0.003113	-0.006008	0.002895							
هچل	هچل	haçal	2.428489	3.385336	3	5.0	2.0	0.0	0.0	0.332429	0.313481	0.00198	0.358523	1.453509	1.026037	0.742706	7.961217	0.049753	0.057242	0.106995	0.14918	0.17046	3.2e-05	2.8e-05	0.07001	0.040729	0.110738	0.201815	0.166683	2.8e-05	2.4e-05	-0.003743	-0.020257	0.016513							
وایمیستیم	وایمیستیم	vɑymistim	1.263872	3.101703	9	9.0	3.0	0.0	0.0	0.609586	0.34472	0.0074	0.116301	0.48676	0.205389	1.495642	7.68196	0.018561	0.055372	0.073934	0.11145	0.349121	1.5e-05	1.5e-05	0.016713	0.059808	0.076521	0.101134	0.38839	1.3e-05	1.3e-05	-0.002587	0.001848	-0.004435							
شکوهت	شکوهت	ʃɔkuhat	0.569912	2.755807	5	7.0	3.0	0.0	0.0	0.57794	0.317758	0.002738	0.239016	1.264849	0.809345	1.309797	7.57455	0.040905	0.065695	0.1066	0.185199	0.308994	7e-06	7e-06	0.038684	0.071647	0.110331	0.174303	0.315786	6e-06	6e-06	-0.003731	0.002221	-0.005952							
میرید	میرید	mirid	38.728341	4.588029	5	5.0	2.0	0.0	0.0	0.336354	0.057991	0.001931	0.001058	0.25975	0.008724	1.791295	7.428455	0.124844	0.079638	0.204482	0.377749	0.290831	0.000359	0.000509	0.134317	0.077322	0.211639	0.3953	0.294503	0.000311	0.000488	-0.007157	-0.009473	0.002316	25.0	50.0	0.978608	0.88994	0.004799	77.0	0.443333
غافلگیرشون	غافلگیرشون	ɢɑfɛlɡirɛʃun	1.02575	3.011042	10	12.0	5.0	0.0	0.0	0.384587	0.264404	0.000994	0.147146	0.997284	0.218187	1.123392	7.421996	0.003077	0.051343	0.05442	0.024595	0.347165	1.3e-05	1.3e-05	0.011019	0.045306	0.056325	0.107559	0.355901	1.1e-05	1.1e-05	-0.001905	-0.007942	0.006037							
میرینه	میرینه	mirinɛ	1.398513	3.145667	6	6.0	3.0	0.0	0.0	0.443849	0.209417	0.001288	0.000996	0.471901	0.245166	1.258995	7.435964	0.104058	0.087056	0.191114	0.377749	0.407647	1.7e-05	1.7e-05	0.111949	0.085856	0.197805	0.3953	0.400045	1.4e-05	1.4e-05	-0.006691	-0.007891	0.0012							
بگم	بگم	bɛɡam	1518.68647	6.181468	3	5.0	2.0	0.0	0.0	0.002659	0.205062	0.001788	0.001715	0.984549	0.130959	0.848937	7.706099	0.132747	0.126043	0.258791	0.350873	0.349121	0.009152	0.009124	0.123647	0.144205	0.267852	0.37001	0.38839	0.007992	0.007967	-0.009061	0.0091	-0.018161	25.0	50.0	0.993627	0.969043	0.00164	67.0	0.273333
خان	خان	xɑn	194.62361	5.289196	3	3.0	1.0	0.0	0.999973	0.354977	0.104738	0.0	0.003738	0.58871	0.201443	1.067229	8.188969	0.086238	0.172008	0.258247	0.194215	0.347165	0.02142	0.001754	0.092002	0.1753	0.267301	0.182979	0.355901	0.021353	0.005523	-0.009054	-0.005763	-0.003291	25.0	50.0	0.992537	0.962285	0.001812	60.0	0.176667
تفسیر	تفسیر	tafsir	51.38986	4.710877	5	6.0	2.0	0.0	0.0	0.16798	0.280691	0.00067	0.575549	0.940273	0.496336	1.765418	7.694836	0.03732	0.067261	0.10458	0.178211	0.283668	0.000507	0.000458	0.054879	0.053368	0.108247	0.189863	0.275621	0.00044	0.000397	-0.003667	-0.01756	0.013893	25.0	44.0	0.986747	0.938195	0.003341	55.0	0.166667
آهنگری	آهنگری	ʔɑhanɡari	4.475484	3.65084	6	9.0	4.0	0.0	0.0	0.386798	0.345429	0.001997	0.697747	0.900663	0.444657	1.455658	7.884964	0.024877	0.081835	0.106712	0.135337	0.394856	4.9e-05	4.9e-05	0.05701	0.053444	0.110454	0.362463	0.361663	4.3e-05	4.3e-05	-0.003742	-0.032133	0.028391	25.0	32.0	0.982429	0.910864	0.004113	39.0	0.44
اجدادمان	اجدادمان	ʔajdɑdɛmɑn	0.661059	2.82024	8	10.0	4.0	0.0	0.0	0.399677	0.350148	0.006243	0.518683	0.791617	0.484999	1.433571	7.947534	0.040522	0.069042	0.109564	0.308518	0.347165	8e-06	8e-06	0.05705	0.056357	0.113407	0.362463	0.355901	7e-06	7e-06	-0.003843	-0.016528	0.012686	14.0	14.0	0.966927	0.830246	0.00683	22.0	0.27
رسمیم	رسمیم	rasmim	0.490005	2.690201	5	7.0	2.5	1.0	0.0	0.1686	0.236309	0.001931	0.006779	1.086381	0.854457	1.057739	7.748112	0.032754	0.094398	0.127152	0.141799	0.349121	6e-06	6e-06	0.031964	0.09965	0.131613	0.147505	0.38839	5e-06	5e-06	-0.004462	0.00079	-0.005252							
