word_norm	PerMillion	Zipf
آدم	135.751	5.133
غربی	135.406	5.132
شخصیت	135.293	5.131
شهادت	135.245	5.131
کامپیوتر	135.205	5.131
آیت	135.197	5.131
مشاوره	135.174	5.131
آشنایی	135.072	5.131
جایگاه	134.865	5.13
جدیدی	134.797	5.13
حادثه	134.73	5.129
شناسی	134.648	5.129
ثابت	134.623	5.129
کاربر	134.591	5.129
راحتی	134.526	5.129
منجر	134.357	5.128
بیمارستان	134.291	5.128
شدت	134.168	5.128
داری	133.922	5.127
آلمان	133.719	5.126
مواجه	133.697	5.126
اسراییل	133.592	5.126
محسوب	133.474	5.125
دهیم	133.131	5.124
مقدس	133.01	5.124
الکترونیک	132.886	5.123
دقیق	132.811	5.123
سنتی	132.761	5.123
ده	132.749	5.123
پیامبر	132.742	5.123
همچون	132.094	5.121
مردان	131.8	5.12
سالهای	131.685	5.12
گوید	131.334	5.118
اندازی	131.028	5.117
رخ	130.988	5.117
تصویری	130.966	5.117
عمر	130.701	5.116
همزمان	130.679	5.116
معماری	130.309	5.115
قلب	130.232	5.115
یکدیگر	130.044	5.114
معدن	129.854	5.113
سراسر	129.814	5.113
مکان	129.708	5.113
پای	129.661	5.113
تحریم	129.62	5.113
سالم	129.606	5.113
سینما	129.28	5.112
اندروید	129.147	5.111
رسد	129.048	5.111
دینی	128.882	5.11
نمایند	128.786	5.11
سرطان	128.687	5.11
نقطه	128.612	5.109
فراموش	128.56	5.109
تاکنون	128.528	5.109
مقابله	128.506	5.109
شمال	128.493	5.109
بینالمللی	128.044	5.107
یابد	128.036	5.107
میدهند	127.954	5.107
پیروزی	127.917	5.107
زندان	127.911	5.107
آبان	127.72	5.106
آبی	127.355	5.105
بحران	127.328	5.105
مشخصات	127.218	5.105
لذت	127.205	5.105
همواره	126.993	5.104
پرشین	126.95	5.104
جدا	126.875	5.103
رقابت	126.831	5.103
شعر	126.831	5.103
چندین	126.796	5.103
لحاظ	126.533	5.102
بنا	126.523	5.102
بیست	126.521	5.102
سپاه	126.488	5.102
شرح	126.481	5.102
کنندگان	126.43	5.102
موتور	126.418	5.102
براساس	126.371	5.102
قدیمی	126.171	5.101
روغن	126.16	5.101
دشمن	125.955	5.1
بگیرد	125.851	5.1
هفت	125.833	5.1
مساله	125.492	5.099
ارتباطات	125.354	5.098
سیاه	125.329	5.098
نفس	125.256	5.098
درک	125.214	5.098
کردهاند	125.208	5.098
گردید	125.135	5.097
سخن	125.11	5.097
برخوردار	124.867	5.096
ایده	124.69	5.096
العاده	124.569	5.095
چهارشنبه	124.301	5.094
مسیول	124.162	5.094
اشتباه	124.132	5.094
حقوقی	123.906	5.093
بگذارید	123.831	5.093
شخص	123.653	5.092
هنری	123.428	5.091
تک	123.366	5.091
خرداد	123.127	5.09
پاک	123.046	5.09
نظیر	122.959	5.09
شان	122.852	5.089
بازگشت	122.798	5.089
توزیع	122.752	5.089
کنی	122.705	5.089
میرسد	122.666	5.089
بازیگر	122.576	5.088
ستاره	122.508	5.088
قرارداد	122.384	5.088
تفاوت	122.336	5.088
آورده	122.297	5.087
تقریبا	122.28	5.087
معظم	122.123	5.087
اصول	122.119	5.087
رتبه	121.963	5.086
مرا	121.884	5.086
مسیولیت	121.727	5.085
گذاشته	121.642	5.085
صادرات	121.396	5.084
ابزار	121.285	5.084
اردیبهشت	121.201	5.084
برند	120.975	5.083
حقیقت	120.853	5.082
کلاس	120.683	5.082
جنوب	120.647	5.082
تیر	120.587	5.081
هوایی	120.385	5.081
داعش	120.277	5.08
شیر	120.199	5.08
آهن	120.171	5.08
مادی	120.149	5.08
نکرده	120.029	5.079
نگهداری	120.0	5.079
شرکتهای	119.836	5.079
جزییات	119.73	5.078
گفتم	119.703	5.078
عهده	119.66	5.078
چهارم	119.644	5.078
چهره	119.408	5.077
شیوه	119.403	5.077
معنی	119.259	5.076
میشد	119.112	5.076
حس	118.783	5.075
طولانی	118.632	5.074
توانایی	118.63	5.074
اتحادیه	118.63	5.074
تکنولوژی	118.627	5.074
عرصه	118.529	5.074
خوردن	118.526	5.074
نقد	118.49	5.074
تصویب	118.477	5.074
نشانی	118.296	5.073
اداری	118.18	5.073
رد	118.121	5.072
شش	118.079	5.072
خلاصه	118.075	5.072
صحنه	117.923	5.072
نیستند	117.919	5.072
تان	117.096	5.069
عرض	116.988	5.068
مثبت	116.944	5.068
منزل	116.925	5.068
گذشت	116.883	5.068
شمار	116.84	5.068
کلیدی	116.669	5.067
تحصیلی	116.583	5.067
تحویل	116.459	5.066
لذا	116.405	5.066
جراحی	116.398	5.066
همایش	116.328	5.066
قم	116.238	5.065
فردا	116.056	5.065
صحیح	115.973	5.064
شبیه	115.921	5.064
شدهاند	115.823	5.064
مراحل	115.81	5.064
تشکر	115.765	5.064
ملل	115.756	5.064
خانگی	115.623	5.063
اینها	115.596	5.063
ترکیب	115.534	5.063
مشارکت	115.462	5.062
نکنید	115.348	5.062
هییت	115.307	5.062
استخدام	115.251	5.062
نسل	115.194	5.061
کارگران	115.177	5.061
مشتری	115.173	5.061
زد	115.165	5.061
امتیاز	115.141	5.061
ویندوز	114.736	5.06
تکمیل	114.512	5.059
الهی	114.413	5.058
همسر	114.374	5.058
بند	114.258	5.058
میکنید	114.252	5.058
آگهی	114.235	5.058
تربیت	114.014	5.057
گسترده	113.921	5.057
اسم	113.914	5.057
نظری	113.807	5.056
محتوای	113.671	5.056
هوای	113.622	5.055
دانست	113.594	5.055
پزشک	113.535	5.055
کارخانه	113.452	5.055
ویدیو	113.366	5.054
نوعی	113.041	5.053
وظیفه	112.959	5.053
خشک	112.948	5.053
بشه	112.893	5.053
خراسان	112.82	5.052
مدارس	112.809	5.052
پذیرش	112.684	5.052
اغلب	112.466	5.051
ظاهر	112.389	5.051
خودتان	112.3	5.05
جدول	112.245	5.05
قطع	112.237	5.05
نقاط	112.216	5.05
استاندارد	112.196	5.05
باور	112.182	5.05
عبارت	111.982	5.049
فهرست	111.947	5.049
کجا	111.766	5.048
مانده	111.681	5.048
سفارش	111.643	5.048
بزرگی	111.639	5.048
نژاد	111.468	5.047
پیاده	111.218	5.046
فرم	111.04	5.045
روزه	110.836	5.045
لوازم	110.669	5.044
پیگیری	110.491	5.043
آوری	110.49	5.043
میکرد	110.386	5.043
شناخته	110.273	5.042
مرغ	110.224	5.042
پیشگیری	110.192	5.042
ویرایش	110.169	5.042
صادر	110.045	5.042
مشابه	110.026	5.041
آذر	109.931	5.041
کپی	109.693	5.04
شهریور	109.532	5.04
فرزند	109.473	5.039
معنای	109.404	5.039
کارشناسان	109.339	5.039
محدود	109.251	5.038
ذخیره	109.236	5.038
کاربردی	109.097	5.038
کلمه	109.02	5.038
هسته	108.74	5.036
مصاحبه	108.734	5.036
کی	108.699	5.036
زاده	108.681	5.036
تحصیل	108.654	5.036
ستاد	108.618	5.036
بنده	108.488	5.035
بیت	108.459	5.035
اطلاعاتی	108.455	5.035
سکه	108.435	5.035
بانکی	108.435	5.035
میرود	108.413	5.035
سابقه	108.358	5.035
تبریز	108.29	5.035
آذربایجان	108.17	5.034
دوشنبه	108.128	5.034
وبسایت	108.106	5.034
اختصاص	108.002	5.033
باره	107.967	5.033
عجیب	107.836	5.033
خویش	107.735	5.032
شاه	107.705	5.032
اسفند	107.425	5.031
تغذیه	107.374	5.031
عدد	107.285	5.031
گروهی	107.17	5.03
مطالعات	106.956	5.029
نشانه	106.896	5.029
واقعیت	106.814	5.029
ادبیات	106.752	5.028
دلایل	106.603	5.028
آسیا	106.596	5.028
الکترونیکی	106.523	5.027
بدین	106.463	5.027
مسجد	106.394	5.027
ضروری	106.361	5.027
گام	106.327	5.027
دادگاه	106.307	5.027
کارکنان	106.269	5.026
اکثر	106.064	5.026
قادر	106.058	5.026
خروج	105.874	5.025
لغو	105.78	5.024
مخصوص	105.421	5.023
داشتم	105.392	5.023
چطور	105.133	5.022
آموزان	105.07	5.021
مجوز	104.914	5.021
جدیدترین	104.911	5.021
میوه	104.847	5.021
امروزه	104.817	5.02
واژه	104.806	5.02
هرگز	104.801	5.02
مذهبی	104.728	5.02
منفی	104.728	5.02
اعتراض	104.636	5.02
محلی	104.61	5.02
رضایت	104.486	5.019
مجاز	104.457	5.019
بورس	104.451	5.019
قتل	104.436	5.019
آرامش	104.401	5.019
ذهن	104.399	5.019
صرف	104.377	5.019
خالی	104.325	5.018
موقعیت	104.305	5.018
ب	104.277	5.018
راستای	104.261	5.018
نمیشود	104.206	5.018
نگه	104.174	5.018
جشن	104.123	5.018
بارداری	104.071	5.017
موزیک	104.022	5.017
مسابقه	103.606	5.015
قوی	103.419	5.015
مرداد	103.216	5.014
خبرنگاران	103.194	5.014
مهمی	103.147	5.013
تست	103.142	5.013
راحت	103.087	5.013
مختلفی	103.01	5.013
نشود	102.963	5.013
بردن	102.961	5.013
نو	102.311	5.01
میلادی	102.266	5.01
ماهی	101.926	5.008
هاشمی	101.904	5.008
وجه	101.887	5.008
فروردین	101.766	5.008
اشتغال	101.754	5.008
امیر	101.707	5.007
خمینی	101.683	5.007
محترم	101.656	5.007
مشغول	101.644	5.007
آگاهی	101.542	5.007
هدایت	101.488	5.006
سابق	101.487	5.006
هرگونه	101.454	5.006
جذاب	101.407	5.006
قرمز	101.385	5.006
باد	101.193	5.005
فعالیتهای	101.135	5.005
بهینه	101.071	5.005
جاده	100.837	5.004
ساختار	100.713	5.003
بازاریابی	100.64	5.003
یکشنبه	100.516	5.002
اعتبار	100.389	5.002
درصدی	100.368	5.002
وسایل	100.274	5.001
سهم	100.181	5.001
تکرار	100.17	5.001
راهی	100.154	5.001
علایم	99.951	5.0
دومین	99.889	5.0
تور	99.87	4.999
آقا	99.767	4.999
بازیکن	99.536	4.998
حاشیه	99.52	4.998
متخصص	99.443	4.998
پرواز	99.4	4.997
کس	99.171	4.996
ایمنی	99.139	4.996
بالاتر	99.032	4.996
خودشان	98.976	4.996
عدالت	98.955	4.995
دانشکده	98.941	4.995
تعدادی	98.927	4.995
آیین	98.918	4.995
ولایت	98.812	4.995
خواست	98.715	4.994
کشتی	98.626	4.994
نجات	98.564	4.994
موقع	98.316	4.993
بیمار	98.298	4.993
صد	98.216	4.992
نیم	98.103	4.992
بیماران	98.084	4.992
دهم	97.957	4.991
قرن	97.949	4.991
گفتگو	97.904	4.991
کلید	97.854	4.991
نباشد	97.779	4.99
سنگین	97.776	4.99
عربی	97.686	4.99
مغز	97.663	4.99
تقسیم	97.655	4.99
تهدید	97.533	4.989
بیشترین	97.324	4.988
صدور	97.279	4.988
دندان	96.918	4.986
سالن	96.767	4.986
روانی	96.767	4.986
شرقی	96.538	4.985
احمد	96.521	4.985
روایت	96.484	4.984
کاربرد	96.462	4.984
کنکور	96.377	4.984
محور	96.164	4.983
هند	95.979	4.982
انتقاد	95.939	4.982
صاحب	95.685	4.981
خیر	95.588	4.98
شرق	95.531	4.98
شهرهای	95.506	4.98
کشورها	95.449	4.98
مقررات	95.112	4.978
عضویت	95.081	4.978
عین	95.071	4.978
بتواند	95.002	4.978
اختصاصی	94.935	4.977
پاورپوینت	94.79	4.977
زنی	94.783	4.977
دستی	94.683	4.976
رسیدگی	94.584	4.976
قضایی	94.34	4.975
شناخت	94.156	4.974
طوری	93.965	4.973
حاوی	93.939	4.973
دارو	93.892	4.973
احتمالا	93.876	4.973
تولد	93.692	4.972
تروریستی	93.614	4.971
بقیه	93.568	4.971
صندوق	93.504	4.971
زیبای	93.299	4.97
واردات	93.277	4.97
ایسنا	93.246	4.97
ابتدای	93.213	4.969
تمرین	93.198	4.969
نوشت	93.198	4.969
نکات	92.831	4.968
پژوهشی	92.635	4.967
جایزه	92.608	4.967
امریکا	92.594	4.967
گرامی	92.573	4.966
اختلاف	92.531	4.966
کشوری	92.376	4.966
پرسش	92.322	4.965
میکنه	92.305	4.965
اطراف	92.263	4.965
متحده	92.198	4.965
استقبال	92.041	4.964
اسناد	91.932	4.963
عمده	91.797	4.963
مجمع	91.679	4.962
هماهنگی	91.554	4.962
نگاهی	91.531	4.962
روزها	91.507	4.961
نشد	91.443	4.961
زلزله	91.341	4.961
اطمینان	91.085	4.959
گاه	91.039	4.959
برسد	90.988	4.959
جمعی	90.926	4.959
قبلا	90.82	4.958
مشکلی	90.741	4.958
مگر	90.726	4.958
صوتی	90.693	4.958
سقوط	90.664	4.957
سخنرانی	90.659	4.957
بازیکنان	90.649	4.957
خواندن	90.617	4.957
هشت	90.504	4.957
خوزستان	90.381	4.956
رمضان	90.357	4.956
مقامات	90.306	4.956
عادی	90.264	4.956
الی	90.23	4.955
حفاظت	89.987	4.954
راست	89.979	4.954
رمز	89.942	4.954
گوشت	89.915	4.954
بودیم	89.899	4.954
عملی	89.879	4.954
چربی	89.818	4.953
سنت	89.699	4.953
مناسبت	89.557	4.952
منتقل	89.519	4.952
عید	89.508	4.952
اندیشه	89.454	4.952
مردمی	89.432	4.951
نویسی	89.415	4.951
ندارم	89.402	4.951
ابعاد	89.378	4.951
نهاد	89.347	4.951
پارک	89.25	4.951
اپل	89.24	4.951
مبلغ	89.016	4.949
رقم	89.01	4.949
سرد	88.957	4.949
کنفرانس	88.922	4.949
فرمانده	88.912	4.949
توضیحات	88.882	4.949
نداشت	88.752	4.948
جنس	88.742	4.948
بازداشت	88.72	4.948
تبریک	88.607	4.947
شاخص	88.556	4.947
پایتخت	88.512	4.947
نیازمند	88.493	4.947
روشهای	88.362	4.946
هنگامی	88.346	4.946
مبتلا	88.325	4.946
حسینی	88.296	4.946
احمدی	88.269	4.946
دانشجویی	88.255	4.946
سو	88.209	4.946
ریشه	88.179	4.945
منتظر	88.166	4.945
خرد	88.112	4.945
خلق	87.974	4.944
ببینید	87.97	4.944
حداکثر	87.882	4.944
کانون	87.823	4.944
امیدوارم	87.808	4.944
هواپیما	87.717	4.943
دیدم	87.56	4.942
آرام	87.539	4.942
میگردد	87.362	4.941
مبنی	87.322	4.941
عقب	87.286	4.941
سینمایی	87.255	4.941
قدم	87.202	4.941
تصور	87.188	4.94
بالایی	87.155	4.94
مذاکرات	87.015	4.94
صلح	86.89	4.939
خورد	86.853	4.939
درج	86.824	4.939
تاسیس	86.79	4.938
بهداشتی	86.758	4.938
وابسته	86.687	4.938
بدانید	86.676	4.938
حافظه	86.659	4.938
احترام	86.658	4.938
رسول	86.547	4.937
مهارت	86.539	4.937
قوه	86.509	4.937
ممنون	86.399	4.937
آزمایش	86.227	4.936
خواسته	86.167	4.935
شیراز	86.167	4.935
مذاکره	86.139	4.935
برده	86.125	4.935
راهنمایی	86.066	4.935
روان	86.033	4.935
ماند	85.978	4.934
آباد	85.977	4.934
مانع	85.915	4.934
معتبر	85.869	4.934
سوخت	85.768	4.933
جی	85.639	4.933
دریایی	85.631	4.933
کمبود	85.593	4.932
میآید	85.473	4.932
سهام	85.471	4.932
مناسبی	85.435	4.932
ویتامین	85.412	4.932
روح	85.36	4.931
کیلومتر	85.195	4.93
متوسط	85.186	4.93
مبارک	85.127	4.93
نفوذ	85.084	4.93
شرایطی	84.957	4.929
آسمان	84.919	4.929
قطعات	84.786	4.928
صفحات	84.716	4.928
یادگیری	84.693	4.928
سعودی	84.562	4.927
آیفون	84.528	4.927
آیه	84.519	4.927
تحقق	84.337	4.926
معاونت	84.331	4.926
مدرن	84.325	4.926
بهار	84.318	4.926
انگلیس	84.154	4.925
ورودی	84.033	4.924
فعلی	84.017	4.924
گذاشت	83.883	4.924
انتظامی	83.858	4.924
مشاور	83.828	4.923
همانطور	83.609	4.922
سند	83.58	4.922
گیاه	83.57	4.922
مرز	83.46	4.921
دختران	83.4	4.921
کلمات	83.371	4.921
مبانی	83.364	4.921
مدتی	83.363	4.921
سخنان	83.254	4.92
آسان	83.142	4.92
جرم	83.123	4.92
خسته	83.109	4.92
شهروندان	83.086	4.92
طبیعت	83.029	4.919
لوله	82.943	4.919
آمادگی	82.904	4.919
خاطرنشان	82.873	4.918
لایه	82.861	4.918
مرجع	82.651	4.917
سالگی	82.647	4.917
عوض	82.642	4.917
کارشناس	82.625	4.917
پنجم	82.615	4.917
کشورمان	82.6	4.917
ایالات	82.562	4.917
منافع	82.448	4.916
سلامتی	82.317	4.915
حوادث	82.241	4.915
ایمان	82.159	4.915
مواردی	82.07	4.914
وعده	82.004	4.914
محسن	81.981	4.914
بافت	81.962	4.914
شیمیایی	81.856	4.913
فرزندان	81.766	4.913
قول	81.658	4.912
هشدار	81.453	4.911
متهم	81.444	4.911
اینستاگرام	81.401	4.911
ابراز	81.391	4.911
استرس	81.36	4.91
ناحیه	81.304	4.91
پنجشنبه	81.287	4.91
دلم	81.267	4.91
برداشت	81.217	4.91
نبوده	81.195	4.91
ضربه	81.042	4.909
مجبور	80.991	4.908
مد	80.829	4.908
ضرورت	80.822	4.908
خودروهای	80.751	4.907
واسه	80.681	4.907
راهنمای	80.662	4.907
خنده	80.565	4.906
ایرانیان	80.561	4.906
آلودگی	80.302	4.905
اروپایی	80.288	4.905
اخلاق	80.187	4.904
فکری	80.164	4.904
مسلمانان	80.162	4.904
سینه	80.151	4.904
تیاتر	80.132	4.904
بدست	80.088	4.904
جلوی	80.066	4.903
نگرانی	79.915	4.903
جنبش	79.811	4.902
تمرکز	79.727	4.902
مجدد	79.683	4.901
پاسخگویی	79.681	4.901
هستهای	79.611	4.901
کشی	79.538	4.901
نیرو	79.464	4.9
تابستان	79.421	4.9
نمایندگی	79.4	4.9
مطمین	79.362	4.9
حرم	79.355	4.9
بسیج	79.338	4.899
تخفیف	79.283	4.899
نزد	79.239	4.899
مدیرعامل	79.14	4.898
دانشگاهی	79.117	4.898
مذکور	79.1	4.898
عوارض	79.059	4.898
باشم	78.983	4.898
محکوم	78.972	4.897
گیرند	78.947	4.897
برنامههای	78.78	4.896
پیشرفته	78.736	4.896
قلبی	78.674	4.896
باران	78.596	4.895
افتاده	78.566	4.895
اخذ	78.51	4.895
جلو	78.432	4.894
وقوع	78.421	4.894
مفهوم	78.349	4.894
شیشه	78.315	4.894
کشیده	78.277	4.894
آلبوم	78.244	4.893
قدر	78.155	4.893
سختی	78.15	4.893
ست	78.141	4.893
جلب	78.141	4.893
اخلاقی	78.115	4.893
بطور	78.054	4.892
گیلان	78.042	4.892
پنجره	77.917	4.892
آی	77.817	4.891
موضوعات	77.805	4.891
فدراسیون	77.737	4.891
عاشق	77.734	4.891
نشر	77.728	4.891
بزنید	77.711	4.89
نداره	77.705	4.89
نوین	77.674	4.89
سازمانی	77.581	4.89
صفر	77.551	4.89
ارتقا	77.445	4.889
قهرمانی	77.365	4.889
شغل	77.355	4.888
ال	77.331	4.888
تسهیلات	77.295	4.888
گفتند	77.276	4.888
قطعا	77.259	4.888
مازندران	77.232	4.888
جهاد	77.175	4.887
تمایل	77.173	4.887
سرزمین	77.159	4.887
زمینی	76.967	4.886
کتابخانه	76.881	4.886
دیوار	76.867	4.886
دیجیتال	76.813	4.885
توانست	76.751	4.885
مربوطه	76.652	4.885
حجت	76.538	4.884
فساد	76.446	4.883
آلات	76.445	4.883
تولیدی	76.409	4.883
گویند	76.386	4.883
بازیگران	76.333	4.883
عباس	76.32	4.883
طرز	76.319	4.883
صرفا	76.313	4.883
شغلی	76.295	4.882
آوردن	76.255	4.882
سامسونگ	76.204	4.882
مستقل	76.106	4.881
قطعه	75.847	4.88
رونمایی	75.797	4.88
بده	75.673	4.879
نوروز	75.667	4.879
بنیاد	75.649	4.879
شیعه	75.645	4.879
عاشقانه	75.587	4.878
نوشتن	75.554	4.878
کرمانشاه	75.55	4.878
توجهی	75.481	4.878
فرودگاه	75.47	4.878
صادق	75.398	4.877
یمن	75.337	4.877
فرمت	75.329	4.877
پدیده	75.267	4.877
تی	75.24	4.876
یزد	75.23	4.876
خلاف	75.211	4.876
ثانیه	75.077	4.876
میگویند	75.036	4.875
ایام	74.933	4.875
شیرین	74.871	4.874
اپلیکیشن	74.871	4.874
دکتری	74.851	4.874
وضع	74.828	4.874
فرمود	74.743	4.874
حیات	74.724	4.873
آفتاب	74.662	4.873
میل	74.62	4.873
نیازهای	74.459	4.872
پلی	74.454	4.872
افتاد	74.431	4.872
ممنوع	74.295	4.871
حاکم	74.291	4.871
همانند	74.181	4.87
بازرگانی	74.165	4.87
دشمنان	74.102	4.87
رضوی	74.101	4.87
فولاد	74.083	4.87
سخنگوی	73.996	4.869
افتخار	73.934	4.869
شویم	73.927	4.869
باغ	73.822	4.868
